gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,exchg,cik,costat,naicsh,sich,ggroup,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,stko
002581,2020/12/31,2020,INDL,C,D,STD,CVV,126601103,CVD EQUIPMENT CORP,USD,14,0000766792,A,333249,3559,4530,453010,45,45301010,333249,3559,247,940,0
002593,2020/09/30,2020,INDL,C,D,STD,CBT,127055101,CABOT CORP,USD,11,0000016040,A,325180,2890,1510,151010,15,15101010,325180,2890,160,970,0
002596,2020/06/30,2020,INDL,C,D,STD,CACI,127190304,CACI INTL INC  -CL A,USD,11,0000016058,A,541512,7373,2020,202020,20,20202020,541512,7373,454,940,0
002615,2020/02/29,2019,INDL,C,D,STD,CAMP,128126109,CALAMP CORP,USD,14,0000730255,A,334220,3663,4520,452010,45,45201020,334220,3663,180,940,0
002620,2020/12/31,2020,INDL,C,D,STD,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,USD,0,0001011659,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,2
002620,2020/12/31,2020,FS,C,D,STD,0176A,62299A008,MUFG AMERICAS HOLDINGS CORP,USD,0,0001011659,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,2
002628,2020/12/31,2020,INDL,C,D,STD,CWT,130788102,CALIFORNIA WATER SERVICE GP,USD,11,0001035201,A,221310,4941,5510,551040,55,55104010,221310,4941,725,700,0
002663,2020/07/31,2020,INDL,C,D,STD,CPB,134429109,CAMPBELL SOUP CO,USD,11,0000016732,A,311422,2030,3020,302020,30,30202030,311422,2030,250,978,0
002675,2020/12/31,2020,INDL,C,D,STD,MLFNF,564905107,MAPLE LEAF FOODS INC,CAD,19,0001202643,A,,,3020,302020,30,30202030,3116,2000,250,978,0
002696,2020/12/31,2020,INDL,C,D,STD,CNI,136375102,CANADIAN NATIONAL RAILWAY CO,CAD,11,0000016868,A,,,2030,203040,20,20304010,482111,4011,610,600,0
002698,2020/12/31,2020,INDL,C,D,STD,CP,13645T100,CANADIAN PACIFIC RAILWAY LTD,CAD,11,0000016875,A,,,2030,203040,20,20304010,482111,4011,610,600,0
002703,2020/12/31,2020,INDL,C,D,STD,CDNAF,136681202,CANADIAN TIRE CORP  -CL A,CAD,19,,A,,,2550,255030,25,25503020,441320,5531,449,976,0
002710,2020/02/29,2019,INDL,C,D,STD,STZ,21036P108,CONSTELLATION BRANDS,USD,11,0000016918,A,312120,2082,3020,302010,30,30201020,312120,2082,140,978,0
002721,2020/12/31,2020,INDL,C,D,STD,CAJ,138006309,CANON INC,USD,11,0000016988,A,333316,3577,4520,452020,45,45202030,333316,3577,188,940,0
002735,2020/12/31,2020,INDL,C,D,STD,CPTP,140430109,CAPITAL PROPERTIES INC,USD,19,0000202947,A,531190,6519,6010,601020,60,60102020,531190,6519,305,976,3
002751,2020/06/30,2020,INDL,C,D,STD,CAH,14149Y108,CARDINAL HEALTH INC,USD,11,0000721371,A,424210,5122,3510,351020,35,35102010,424210,5122,217,978,0
002771,2020/12/31,2020,INDL,C,D,STD,CSL,142339100,CARLISLE COS INC,USD,11,0000790051,A,324122,2950,2010,201020,20,20102010,324122,2950,355,925,0
002777,2020/12/31,2020,INDL,C,D,STD,ASWRF,40281L109,GUNGNIR RESOURCES INC,CAD,19,0001686954,A,,,1510,151040,15,15104040,212221,1040,265,970,0
002783,2020/12/31,2020,INDL,C,D,STD,DUK8,26499B009,PROGRESS ENERGY INC,USD,0,0001094093,A,2211,4911,5510,551010,55,55101010,2211,4911,705,700,1
002787,2020/06/30,2020,INDL,C,D,STD,CRS,144285103,CARPENTER TECHNOLOGY CORP,USD,11,0000017843,A,331110,3312,1510,151040,15,15104050,331110,3312,460,970,0
002807,2020/04/30,2019,INDL,C,D,STD,CASY,147528103,CASEYS GENERAL STORES INC,USD,14,0000726958,A,447110,5412,3010,301010,30,30101030,447110,5412,449,976,0
002811,2020/12/31,2020,INDL,C,D,STD,CTAM,148411408,CASTLE (A M) & CO,USD,19,0000018172,A,423510,5051,2010,201070,20,20107010,423510,5051,460,970,3
002817,2020/12/31,2020,INDL,C,D,STD,CAT,149123101,CATERPILLAR INC,USD,11,0000018230,A,333120,3531,2010,201060,20,20106010,333120,3531,345,925,0
002818,2020/01/31,2019,INDL,C,D,STD,CATO,149205106,CATO CORP  -CL A,USD,11,0000018255,A,448120,5621,2550,255040,25,25504010,448120,5621,452,976,0
002820,2020/03/31,2019,INDL,C,D,STD,CVCO,149568107,CAVCO INDUSTRIES INC,USD,14,0000278166,A,321992,2452,2520,252010,25,25201030,321992,2452,305,976,0
002829,2020/10/31,2020,INDL,C,D,STD,RFIL,749552105,R F INDUSTRIES LTD,USD,14,0000740664,A,334417,3678,4520,452030,45,45203020,334417,3678,220,925,0
002849,2020/12/31,2020,FS,C,D,STD,BBVA1,05946K002,BBVA COMPASS BANCSHARES INC,USD,0,0001409775,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,1
002849,2020/12/31,2020,INDL,C,D,STD,BBVA1,05946K002,BBVA COMPASS BANCSHARES INC,USD,0,0001409775,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,1
002884,2020/12/31,2020,INDL,C,D,STD,LUMN,550241103,LUMEN TECHNOLOGIES INC,USD,11,0000018926,A,517311,4813,5010,501010,50,50101010,517311,4813,715,974,0
002940,2020/12/31,2020,INDL,C,D,STD,MGLN,559079207,MAGELLAN HEALTH INC,USD,14,0000019411,A,561110,8741,3510,351020,35,35102030,561110,8741,175,976,0
002942,2020/07/31,2020,INDL,C,D,STD,CMD,138098108,CANTEL MEDICAL CORP,USD,11,0000019446,I,334510,3845,3510,351010,35,35101010,334510,3845,217,978,0
002960,2020/12/31,2020,INDL,C,D,STD,CHE,16359R103,CHEMED CORP,USD,11,0000019584,A,621610,8082,3510,351020,35,35102015,621610,8082,175,976,0
002968,2020/12/31,2020,INDL,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,11,0000019617,A,522110,6020,4010,401010,40,40101010,522110,6020,850,800,0
002968,2020/12/31,2020,FS,C,D,STD,JPM,46625H100,JPMORGAN CHASE & CO,USD,11,0000019617,A,522110,6020,4010,401010,40,40101010,522110,6020,850,800,0
002986,2020/12/31,2020,INDL,C,D,STD,CPK,165303108,CHESAPEAKE UTILITIES CORP,USD,11,0000019745,A,221210,4923,5510,551020,55,55102010,221210,4923,710,700,0
002990,2020/12/31,2020,INDL,C,D,STD,CLSN,15117N503,CELSION CORP,USD,14,0000749647,A,325414,2836,3520,352010,35,35201010,325414,2836,300,905,0
002991,2020/12/31,2020,INDL,C,D,STD,CVX,166764100,CHEVRON CORP,USD,11,0000093410,A,324110,2911,1010,101020,10,10102010,324110,2911,390,935,0
002999,2020/12/31,2020,INDL,C,D,STD,CVR,168088102,CHICAGO RIVET & MACHINE CO,USD,12,0000019871,A,332722,3452,2010,201060,20,20106020,332722,3452,355,925,0
003007,2020/06/30,2020,INDL,C,D,STD,EAT,109641100,BRINKER INTL INC,USD,11,0000703351,A,722511,5812,2530,253010,25,25301040,722511,5812,420,978,0
003026,2020/12/31,2020,INDL,C,D,STD,CHD,171340102,CHURCH & DWIGHT INC,USD,11,0000313927,A,325611,2840,3030,303010,30,30301010,325611,2840,320,978,0
003028,2020/12/31,2020,INDL,C,D,STD,CHDN,171484108,CHURCHILL DOWNS INC,USD,14,0000020212,A,713210,7990,2530,253010,25,25301010,713210,7990,262,976,0
003036,2020/12/31,2020,INDL,C,D,STD,CBB,171871502,CINCINNATI BELL INC,USD,11,0000716133,I,517311,4813,5010,501010,50,50101020,517311,4813,715,974,0
003039,2020/12/31,2020,INDL,C,D,STD,CIN1,172070005,DUKE ENERGY OHIO INC,USD,0,0000020290,A,2211,4931,5510,551010,55,55101010,2211,4931,705,700,1
003062,2020/05/31,2019,INDL,C,D,STD,CTAS,172908105,CINTAS CORP,USD,14,0000723254,A,812331,7200,2020,202010,20,20201070,812331,7200,175,976,0
003105,2020/12/31,2020,INDL,C,D,STD,IHRT,45174J509,IHEARTMEDIA INC,USD,14,0001400891,A,515112,4832,5020,502010,50,50201020,515112,4832,150,978,0
003107,2020/12/31,2020,INDL,C,D,STD,CLF,185899101,CLEVELAND-CLIFFS INC,USD,11,0000764065,A,331110,3310,1510,151040,15,15104050,331110,3310,460,970,0
003121,2020/06/30,2020,INDL,C,D,STD,CLX,189054109,CLOROX CO/DE,USD,11,0000021076,A,325612,2842,3030,303010,30,30301010,325612,2842,320,978,0
003138,2020/12/31,2020,INDL,C,D,STD,COKE,191098102,COCA COLA CONSOLIDATED INC,USD,14,0000317540,A,312111,2086,3020,302010,30,30201030,312111,2086,145,978,0
003144,2020/12/31,2020,INDL,C,D,STD,KO,191216100,COCA-COLA CO,USD,11,0000021344,A,312111,2086,3020,302010,30,30201030,312111,2086,145,978,0
003153,2020/12/31,2020,INDL,C,D,STD,CDE,192108504,COEUR MINING INC,USD,11,0000215466,A,21222,1040,1510,151040,15,15104030,21222,1040,360,970,0
003157,2020/09/30,2020,INDL,C,D,STD,COHR,192479103,COHERENT INC,USD,14,0000021510,A,334516,3826,4520,452030,45,45203010,334516,3826,230,940,0
003158,2020/12/31,2020,INDL,C,D,STD,COHU,192576106,COHU INC,USD,14,0000021535,A,334515,3825,4530,453010,45,45301010,334515,3825,220,925,0
003170,2020/12/31,2020,INDL,C,D,STD,CL,194162103,COLGATE-PALMOLIVE CO,USD,11,0000021665,A,325611,2844,3030,303010,30,30301010,325611,2844,320,978,0
003184,2020/12/31,2020,INDL,C,D,STD,CCOM,12504V107,CCOM GROUP INC,USD,19,0000021828,A,423730,5070,2010,201070,20,20107010,423730,5070,270,976,3
003198,2020/12/31,2020,INDL,C,D,STD,CGP1,196522007,COLORADO INTERSTATE GAS CO,USD,0,0000200155,A,221210,4923,1010,101020,10,10102040,221210,4923,710,700,1
003203,2020/08/31,2020,INDL,C,D,STD,CCF,16150R104,CHASE CORP,USD,12,0000830524,A,325520,2891,1510,151010,15,15101050,325520,2891,220,925,0
003221,2020/12/31,2020,INDL,C,D,STD,AON,G0403H108,AON PLC,USD,11,0001808065,A,524210,6411,4030,403010,40,40301010,524210,6411,330,800,0
003221,2020/12/31,2020,FS,C,D,STD,AON,G0403H108,AON PLC,USD,11,0001808065,A,524210,6411,4030,403010,40,40301010,524210,6411,330,800,0
003226,2020/12/31,2020,INDL,C,D,STD,CMCSA,20030N101,COMCAST CORP,USD,14,0001166691,A,515210,4841,5020,502010,50,50201030,515210,4841,150,978,0
003231,2020/12/31,2020,INDL,C,D,STD,CMA,200340107,COMERICA INC,USD,11,0000028412,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,0
003231,2020/12/31,2020,FS,C,D,STD,CMA,200340107,COMERICA INC,USD,11,0000028412,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,0
003238,2020/12/31,2020,INDL,C,D,STD,CBSH,200525103,COMMERCE BANCSHARES INC,USD,14,0000022356,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,0
003238,2020/12/31,2020,FS,C,D,STD,CBSH,200525103,COMMERCE BANCSHARES INC,USD,14,0000022356,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,0
003243,2020/12/31,2020,INDL,C,D,STD,C,172967424,CITIGROUP INC,USD,11,0000831001,A,522110,6199,4010,401010,40,40101010,522110,6199,850,800,0
003243,2020/12/31,2020,FS,C,D,STD,C,172967424,CITIGROUP INC,USD,11,0000831001,A,522110,6199,4010,401010,40,40101010,522110,6199,850,800,0
003246,2020/08/31,2020,INDL,C,D,STD,CMC,201723103,COMMERCIAL METALS,USD,11,0000022444,A,331110,3312,1510,151040,15,15104050,331110,3312,460,970,0
003275,2020/12/31,2020,INDL,C,D,STD,JCS,203900105,COMMUNICATIONS SYSTEMS INC,USD,14,0000022701,A,334210,3661,4520,452010,45,45201020,334210,3661,220,925,0
003278,2020/12/31,2020,INDL,C,D,STD,CAR,053774105,AVIS BUDGET GROUP INC,USD,14,0000723612,A,532111,7510,2030,203040,20,20304020,532111,7510,175,976,0
003336,2020/03/31,2019,INDL,C,D,STD,DXC,23355L106,DXC TECHNOLOGY CO,USD,11,0001688568,A,541512,7370,4510,451020,45,45102010,541512,7370,454,940,0
003342,2020/12/31,2020,INDL,C,D,STD,CTG,205477102,COMPUTER TASK GROUP INC,USD,14,0000023111,A,541519,7370,4510,451020,45,45102010,541519,7370,454,940,0
003358,2020/07/31,2020,INDL,C,D,STD,CMTL,205826209,COMTECH TELECOMMUN,USD,14,0000023197,A,334220,3663,4520,452010,45,45201020,334220,3663,180,940,0
003362,2020/05/31,2019,INDL,C,D,STD,CAG,205887102,CONAGRA BRANDS INC,USD,11,0000023217,A,31142,2000,3020,302020,30,30202030,31142,2000,250,978,0
003369,2020/06/30,2020,INDL,C,D,STD,RAVE,754198109,RAVE RESTAURANT GROUP INC,USD,14,0000718332,A,533110,6794,2530,253010,25,25301040,533110,6794,217,978,0
003382,2020/12/31,2020,INDL,C,D,STD,SSTK,825690100,SHUTTERSTOCK INC,USD,11,0001549346,A,519130,7370,2550,255020,25,25502020,519130,7370,,,0
003392,2020/12/31,2020,INDL,C,D,STD,NU1,207597006,CONNECTICUT LIGHT & POWER CO,USD,0,0000023426,A,2211,4911,5510,551010,55,55101010,2211,4911,705,700,1
003410,2020/12/31,2020,INDL,C,D,STD,TCI,893617209,TRANSCONTINENTAL RLTY INVS,USD,11,0000733590,A,531120,6512,6010,601020,60,60102020,531120,6512,850,800,0
003410,2020/12/31,2020,FS,C,D,STD,TCI,893617209,TRANSCONTINENTAL RLTY INVS,USD,11,0000733590,A,531120,6512,6010,601020,60,60102020,531120,6512,850,800,0
003413,2020/12/31,2020,INDL,C,D,STD,ED,209115104,CONSOLIDATED EDISON INC,USD,11,0001047862,A,22111,4931,5510,551030,55,55103010,22111,4931,705,700,0
003424,2020/12/31,2020,INDL,C,D,STD,BH,08986R309,BIGLARI HOLDINGS INC,USD,11,0001726173,A,722511,5812,2530,253010,25,25301040,722511,5812,420,978,0
003429,2020/12/31,2020,INDL,C,D,STD,CTO,22948Q101,CTO REALTY GROWTH INC,USD,11,0000023795,A,5311,6798,6010,601010,60,60101010,5311,6798,305,976,0
003429,2020/12/31,2020,FS,C,D,STD,CTO,22948Q101,CTO REALTY GROWTH INC,USD,11,0000023795,A,5311,6798,6010,601010,60,60101010,5311,6798,305,976,0
003439,2020/12/31,2020,INDL,C,D,STD,CMS,125896100,CMS ENERGY CORP,USD,11,0000811156,A,22111,4931,5510,551030,55,55103010,22111,4931,705,700,0
003469,2020/12/31,2020,INDL,C,D,STD,CLR,212015101,CONTINENTAL RESOURCES INC,USD,11,0000732834,A,211120,1311,1010,101020,10,10102020,211120,1311,175,976,0
003502,2020/12/31,2020,INDL,C,D,STD,CTB,216831107,COOPER TIRE & RUBBER CO,USD,11,0000024491,I,326211,3011,2510,251010,25,25101020,326211,3011,130,976,0
003504,2020/10/31,2020,INDL,C,D,STD,COO,216648402,COOPER COS INC (THE),USD,11,0000711404,A,339115,3851,3510,351010,35,35101020,339115,3851,300,905,0
003505,2020/12/31,2020,INDL,C,D,STD,TAP,60871R209,MOLSON COORS BEVERAGE CO,USD,11,0000024545,A,312120,2082,3020,302010,30,30201010,312120,2082,140,978,0
003516,2020/06/30,2020,INDL,C,D,STD,CBYDF,218349108,CORBY SPIRIT AND WINE LTD,CAD,19,,A,,,3020,302010,30,30201020,312140,2085,145,978,0
003532,2020/12/31,2020,INDL,C,D,STD,GLW,219350105,CORNING INC,USD,11,0000024741,A,334419,3679,4520,452030,45,45203015,334419,3679,180,940,0
003533,2020/09/30,2020,INDL,C,D,STD,CNIG,219387107,CORNING NATURAL GAS HLDG CP,USD,19,0001582244,A,221210,4923,5510,551020,55,55102010,221210,4923,710,700,3
003562,2020/12/31,2020,INDL,C,D,STD,CUZ,222795502,COUSINS PROPERTIES INC,USD,11,0000025232,A,531120,6798,6010,601010,60,60101040,531120,6798,850,800,0
003562,2020/12/31,2020,FS,C,D,STD,CUZ,222795502,COUSINS PROPERTIES INC,USD,11,0000025232,A,531120,6798,6010,601010,60,60101040,531120,6798,850,800,0
003570,2020/07/31,2020,INDL,C,D,STD,CBRL,22410J106,CRACKER BARREL OLD CTRY STOR,USD,14,0001067294,A,722511,5812,2530,253010,25,25301040,722511,5812,420,978,0
003580,2020/12/31,2020,INDL,C,D,STD,CR,224399105,CRANE CO,USD,11,0000025445,A,332912,3490,2010,201060,20,20106020,332912,3490,355,925,0
003581,2020/12/31,2020,INDL,C,D,STD,CRD.A,224633206,CRAWFORD & CO,USD,11,0000025475,A,524291,6411,4030,403010,40,40301010,524291,6411,330,800,0
003591,2020/12/31,2020,INDL,C,D,STD,AGC1,02635K005,SPRINGLEAF FINANCE CORP,USD,0,0000025598,A,522291,6141,4020,402020,40,40202010,522291,6141,845,800,1
003592,2020/12/31,2020,INDL,C,D,STD,OMF,68268W103,ONEMAIN HOLDINGS INC,USD,11,0001584207,A,522291,6141,4020,402020,40,40202010,522291,6141,845,800,0
003619,2020/12/31,2020,INDL,C,D,STD,CCK,228368106,CROWN HOLDINGS INC,USD,11,0001219601,A,332431,3411,1510,151030,15,15103010,332431,3411,205,925,0
003622,2020/03/31,2019,INDL,C,D,STD,CRWS,228309100,CROWN CRAFTS INC,USD,14,0000025895,A,313210,2211,2520,252030,25,25203030,313210,2211,468,976,0
003639,2020/09/30,2020,INDL,C,D,STD,CUB,229669106,CUBIC CORP,USD,11,0000026076,I,333318,3578,2010,201010,20,20101010,333318,3578,220,925,0
003643,2020/12/31,2020,INDL,C,D,STD,CFR,229899109,CULLEN/FROST BANKERS INC,USD,11,0000039263,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,0
003643,2020/12/31,2020,FS,C,D,STD,CFR,229899109,CULLEN/FROST BANKERS INC,USD,11,0000039263,A,522110,6020,4010,401010,40,40101015,522110,6020,817,800,0
003647,2020/04/30,2019,INDL,C,D,STD,CULP,230215105,CULP INC,USD,11,0000723603,A,313210,2211,2520,252030,25,25203030,313210,2211,468,976,0
003650,2020/12/31,2020,INDL,C,D,STD,CMI,231021106,CUMMINS INC,USD,11,0000026172,A,333618,3510,2010,201060,20,20106010,333618,3510,135,925,0
003662,2020/12/31,2020,INDL,C,D,STD,CW,231561101,CURTISS-WRIGHT CORP,USD,11,0000026324,A,332912,3728,2010,201010,20,20101010,332912,3728,345,925,0
003691,2020/12/31,2020,INDL,C,D,STD,GTBP,36254L209,GT BIOPHARMA INC,USD,14,0000109657,A,325412,2834,3520,352010,35,35201010,325412,2834,147,905,0
003708,2020/12/31,2020,INDL,C,D,STD,WEN,95058W100,WENDY'S CO,USD,14,0000030697,A,722511,5812,2530,253010,25,25301040,722511,5812,420,978,0
003734,2020/12/31,2020,INDL,C,D,STD,DAN,235825205,DANA INC,USD,11,0000026780,A,336390,3714,2510,251010,25,25101010,336390,3714,130,976,0
003735,2020/12/31,2020,INDL,C,D,STD,DHR,235851102,DANAHER CORP,USD,11,0000313616,A,334516,3826,3520,352030,35,35203010,334516,3826,355,925,0
003761,2020/12/31,2020,INDL,C,D,STD,DAIO,237690102,DATA I/O CORP,USD,14,0000351998,A,334515,3825,4520,452030,45,45203020,334515,3825,230,940,0
003801,2020/12/31,2020,INDL,C,D,STD,7183B,238532105,DAVEY TREE EXPERT CO,USD,1,0000277638,A,561730,700,2020,202010,20,20201050,561730,0700,112,970,3
003806,2020/12/31,2020,INDL,C,D,STD,DWSN,239360100,DAWSON GEOPHYSICAL CO,USD,14,0000799165,A,213112,1382,1010,101010,10,10101020,213112,1382,395,935,0
003813,2020/01/31,2019,INDL,C,D,STD,TGT,87612E106,TARGET CORP,USD,11,0000027419,A,452319,5331,2550,255030,25,25503020,452319,5331,445,976,0
003814,2020/12/31,2020,INDL,C,D,STD,AES5,23399M003,DPL INC,USD,0,0000787250,A,2211,4911,5510,551010,55,55101010,2211,4911,705,700,1
003835,2020/10/31,2020,INDL,C,D,STD,DE,244199105,DEERE & CO,USD,11,0000315189,A,333111,3523,2010,201060,20,20106015,333111,3523,345,925,0
003836,2020/10/31,2020,INDL,C,D,STD,DE1,244217006,DEERE (JOHN) CAPITAL CORP,USD,0,0000027673,A,522220,6153,4020,402020,40,40202010,522220,6153,850,800,1
003851,2020/12/31,2020,INDL,C,D,STD,DAL,247361702,DELTA AIR LINES INC,USD,11,0000027904,A,481111,4512,2030,203020,20,20302010,481111,4512,605,600,0
003863,2020/12/31,2020,INDL,C,D,STD,DLX,248019101,DELUXE CORP,USD,11,0000027996,A,3231,2780,2020,202010,20,20201010,3231,2780,458,978,0
003897,2020/12/31,2020,INDL,C,D,STD,DTE,233331107,DTE ENERGY CO,USD,11,0000936340,A,2211,4931,5510,551030,55,55103010,2211,4931,705,700,0
003905,2020/06/30,2020,INDL,C,D,STD,ATGE,00737L103,ADTALEM GLOBAL EDUCATION INC,USD,11,0000730464,A,611310,8200,2530,253020,25,25302010,611310,8200,175,976,0
003937,2020/03/31,2019,INDL,C,D,STD,PYYX,74737V205,PYXUS INTERNATIONAL INC,USD,19,0000939930,A,424940,5190,3020,302030,30,30203010,424940,5190,175,976,3
003946,2020/12/31,2020,INDL,C,D,STD,DBD,253651103,DIEBOLD NIXDORF INC,USD,11,0000028823,A,334118,3578,4520,452020,45,45202030,334118,3578,357,925,0
003962,2020/12/31,2020,INDL,C,D,STD,NSYS,656553104,NORTECH SYSTEMS INC,USD,14,0000722313,A,334418,3679,4520,452030,45,45203020,334418,3679,220,925,0
003964,2020/01/31,2019,INDL,C,D,STD,DDS,254067101,DILLARDS INC  -CL A,USD,11,0000028917,A,452210,5311,2550,255030,25,25503010,452210,5311,430,976,0
003969,2020/12/31,2020,INDL,C,D,STD,DIOD,254543101,DIODES INC,USD,14,0000029002,A,334413,3674,4530,453010,45,45301020,334413,3674,235,940,0
003980,2020/09/30,2020,INDL,C,D,STD,DIS,254687106,DISNEY (WALT) CO,USD,11,0001744489,A,515120,4888,5020,502020,50,50202010,515120,4888,245,978,0
004001,2020/12/31,2020,INDL,C,D,STD,DXYN,255519100,DIXIE GROUP INC,USD,14,0000029332,A,314110,2273,2520,252010,25,25201020,314110,2273,468,976,0
004016,2020/01/31,2019,INDL,C,D,STD,DG,256677105,DOLLAR GENERAL CORP,USD,11,0000029534,A,452319,5331,2550,255030,25,25503020,452319,5331,432,976,0
004019,2020/12/31,2020,INDL,C,D,STD,WFSTF,958211203,WESTERN FOREST PRODUCTS INC,CAD,19,0001299951,A,,,1510,151050,15,15105010,321113,2421,400,970,0
004029,2020/12/31,2020,INDL,C,D,STD,D,25746U109,DOMINION ENERGY INC,USD,11,0000715957,A,22111,4911,5510,551030,55,55103010,22111,4911,705,700,0
004036,2020/07/31,2020,INDL,C,D,STD,DCI,257651109,DONALDSON CO INC,USD,11,0000029644,A,336390,3714,2010,201060,20,20106020,336390,3714,357,925,0
004040,2020/12/31,2020,INDL,C,D,STD,RRD,257867200,DONNELLEY (R R) & SONS CO,USD,11,0000029669,A,32311,2750,2020,202010,20,20201010,32311,2750,458,978,0
004045,2020/12/31,2020,INDL,C,D,STD,DMLP,25820R105,DORCHESTER MINERALS  -LP,USD,14,0001172358,A,533110,6792,1010,101020,10,10102020,533110,6792,380,935,0
004058,2020/12/31,2020,INDL,C,D,STD,DOV,260003108,DOVER CORP,USD,11,0000029905,A,333415,3585,2010,201060,20,20106020,333415,3585,247,940,0
004060,2020/12/31,2020,INDL,C,D,STD,DD,26614N102,DUPONT DE NEMOURS INC,USD,11,0001666700,A,325199,2860,1510,151010,15,15101050,325199,2860,160,970,0
004066,2020/12/31,2020,INDL,C,D,STD,OMC,681919106,OMNICOM GROUP,USD,11,0000029989,A,541810,7311,5020,502010,50,50201010,541810,7311,456,976,0
004072,2020/07/31,2020,INDL,C,D,STD,ASNAQ,04351G200,ASCENA RETAIL GROUP INC,USD,19,0001498301,A,448120,5621,2550,255040,25,25504010,448120,5621,432,976,3
004091,2020/12/31,2020,INDL,C,D,STD,DCO,264147109,DUCOMMUN INC,USD,11,0000030305,A,336413,3728,2010,201010,20,20101010,336413,3728,110,925,0
004093,2020/12/31,2020,INDL,C,D,STD,DUK,26441C204,DUKE ENERGY CORP,USD,11,0001326160,A,2211,4931,5510,551010,55,55101010,2211,4931,705,700,0
004094,2020/12/31,2020,INDL,C,D,STD,DNB,26484T106,DUN & BRADSTREET HOLDNGS INC,USD,11,0001799208,A,561450,7323,2020,202020,20,20202020,561450,7323,175,976,0
004108,2020/12/31,2020,INDL,C,D,STD,FLS,34354P105,FLOWSERVE CORP,USD,11,0000030625,A,333914,3561,2010,201060,20,20106020,333914,3561,357,925,0
004115,2020/01/31,2019,INDL,C,D,STD,DY,267475101,DYCOM INDUSTRIES INC,USD,11,0000067215,A,237130,1623,2010,201030,20,20103010,237130,1623,240,925,0
004124,2020/06/30,2020,INDL,C,D,STD,DYNT,268157401,DYNATRONICS CORP,USD,14,0000720875,A,334510,3845,3510,351010,35,35101010,334510,3845,300,905,0
004145,2020/12/31,2020,INDL,C,D,STD,PKI,714046109,PERKINELMER INC,USD,11,0000031791,A,334516,3826,3520,352030,35,35203010,334516,3826,230,940,0
004186,2020/12/31,2020,INDL,C,D,STD,EML,276317104,EASTERN CO,USD,14,0000031107,A,332510,3420,2010,201060,20,20106020,332510,3420,270,976,0
004193,2020/12/31,2020,INDL,C,D,STD,EGP,277276101,EASTGROUP PROPERTIES,USD,11,0000049600,A,531120,6798,6010,601010,60,60101020,531120,6798,850,800,0
004193,2020/12/31,2020,FS,C,D,STD,EGP,277276101,EASTGROUP PROPERTIES,USD,11,0000049600,A,531120,6798,6010,601010,60,60101020,531120,6798,850,800,0
004194,2020/12/31,2020,INDL,C,D,STD,KODK,277461406,EASTMAN KODAK CO,USD,11,0000031235,A,333316,3577,4520,452020,45,45202030,333316,3577,403,940,0
004199,2020/12/31,2020,INDL,C,D,STD,ETN,G29183103,EATON CORP PLC,USD,11,0001551182,A,335314,3620,2010,201040,20,20104010,335314,3620,355,925,0
004201,2020/10/31,2020,INDL,C,D,STD,EV,278265103,EATON VANCE CORP,USD,11,0000350797,I,523930,6282,4020,402030,40,40203010,523930,6282,823,800,0
004201,2020/10/31,2020,FS,C,D,STD,EV,278265103,EATON VANCE CORP,USD,11,0000350797,I,523930,6282,4020,402030,40,40203010,523930,6282,823,800,0
